session_id,faculty_id,batch_id,session_alloc,session_role,session_date,session_taken,session_left,session_status
7815,1576,4323,1.0,Educator,2022-08-16,1.0,0.0,Completed
7816,2292,4396,1.0,Educator,2022-08-16,0.0,1.0,Pending
7817,5896,4464,0.75,Educator,2022-08-16,0.0,0.75,Cancelled
7818,2751,4314,0.25,Co-Educator,2022-08-16,0.25,0.0,Completed
7819,5354,4372,0.5,Educator,2022-08-16,0.5,0.0,Completed
7820,1399,4104,1.0,Educator,2022-08-16,0.46,0.54,Partial
7821,2114,4494,0.5,Educator,2022-08-16,0.5,0.0,Completed
7822,3029,4022,1.0,Educator,2022-08-16,0.55,0.45,Partial
7823,3623,4453,0.5,Invigilator,2022-08-17,0.5,0.0,Completed
7824,2274,4189,0.25,Co-Educator,2022-08-17,0.25,0.0,Completed
7825,3245,4152,0.5,Co-Educator,2022-08-17,0.0,0.5,Cancelled
7826,5807,4356,1.0,Educator,2022-08-17,1.0,0.0,Completed
7827,4976,4404,0.5,Educator,2022-08-17,0.5,0.0,Completed
7828,3320,4440,0.25,Educator,2022-08-17,0.25,0.0,Completed
7829,1353,4031,1.0,Co-Educator,2022-08-17,0.0,1.0,Pending
7830,5714,4107,1.0,Co-Educator,2022-08-17,1.0,0.0,Completed
7831,4257,4080,0.5,Co-Educator,2022-08-17,0.0,0.5,Cancelled
7832,4921,4213,0.75,Educator,2022-08-17,0.75,0.0,Completed
7833,3769,4297,0.5,Co-Educator,2022-08-17,0.5,0.0,Completed
7834,2935,4097,0.5,Co-Educator,2022-08-17,0.26,0.24,Partial
7835,5204,4039,0.25,Educator,2022-08-17,0.0,0.25,Pending
7836,3200,4423,1.0,Co-Educator,2022-08-17,1.0,0.0,Completed
7837,5992,4018,0.5,Co-Educator,2022-08-17,0.5,0.0,Completed
7838,1234,4166,1.0,Co-Educator,2022-08-17,1.0,0.0,Completed
7839,4330,4271,1.0,Co-Educator,2022-08-17,0.0,1.0,Cancelled
7840,5187,4291,0.75,Co-Educator,2022-08-17,0.75,0.0,Completed
7841,2793,4373,0.25,Co-Educator,2022-08-17,0.25,0.0,Completed
7842,3419,4250,0.25,Co-Educator,2022-08-17,0.08,0.17,Partial
7843,5929,4205,0.75,Educator,2022-08-17,0.75,0.0,Completed
7844,2053,4240,0.5,Co-Educator,2022-08-17,0.0,0.5,Pending
7845,3964,4046,0.25,Co-Educator,2022-08-17,0.0,0.25,Pending
7846,5983,4021,0.75,Educator,2022-08-17,0.75,0.0,Completed
7847,3260,4142,0.25,Co-Educator,2022-08-17,0.0,0.25,Cancelled
7848,3182,4493,1.0,Educator,2022-08-17,0.54,0.46,Partial
7849,3474,4498,1.0,Educator,2022-08-17,1.0,0.0,Completed
7850,2815,4357,0.5,Educator,2022-08-17,0.0,0.5,Pending
7851,1789,4184,0.25,Co-Educator,2022-08-17,0.0,0.25,Cancelled
7852,5311,4494,0.25,Co-Educator,2022-08-17,0.25,0.0,Completed
7853,4742,4109,0.25,Educator,2022-08-17,0.25,0.0,Completed
7854,5920,4433,0.25,Educator,2022-08-17,0.0,0.25,Pending
7855,5268,4095,0.75,Educator,2022-08-17,0.75,0.0,Completed
7856,5261,4176,0.25,Educator,2022-08-17,0.0,0.25,Pending
7857,4193,4383,0.5,Educator,2022-08-17,0.27,0.23,Partial
7858,4901,4175,1.0,Educator,2022-08-17,1.0,0.0,Completed
7859,4066,4267,1.0,Co-Educator,2022-08-17,0.63,0.37,Partial
7860,5834,4043,0.5,Educator,2022-08-17,0.26,0.24,Partial
7861,2917,4248,1.0,Educator,2022-08-17,0.0,1.0,Pending
7862,4648,4279,0.75,Educator,2022-08-17,0.75,0.0,Completed
7863,3483,4153,0.25,Educator,2022-08-17,0.0,0.25,Cancelled
7864,1775,4243,1.0,Co-Educator,2022-08-17,1.0,0.0,Completed
7865,4208,4171,0.5,Educator,2022-08-17,0.5,0.0,Completed
7866,4448,4224,0.5,Educator,2022-08-17,0.0,0.5,Pending
7867,3043,4412,1.0,Invigilator,2022-08-17,0.7,0.3,Partial
7868,2426,4090,0.75,Co-Educator,2022-08-17,0.23,0.52,Partial
7869,4437,4006,0.25,Educator,2022-08-17,0.0,0.25,Pending
7870,1723,4288,0.5,Co-Educator,2022-08-17,0.5,0.0,Completed
7871,1137,4408,0.5,Co-Educator,2022-08-17,0.28,0.22,Partial
7872,1516,4500,1.0,Co-Educator,2022-08-17,1.0,0.0,Completed
7873,1116,4351,0.5,Educator,2022-08-17,0.0,0.5,Pending
7874,2431,4347,0.5,Educator,2022-08-17,0.0,0.5,Cancelled
7875,1471,4289,1.0,Co-Educator,2022-08-17,1.0,0.0,Completed
7876,2124,4488,0.25,Educator,2022-08-17,0.0,0.25,Pending
7877,1083,4042,0.75,Co-Educator,2022-08-17,0.75,0.0,Completed
7878,1113,4204,0.75,Co-Educator,2022-08-17,0.75,0.0,Completed
7879,5884,4463,1.0,Educator,2022-08-17,0.79,0.21,Partial
7880,4787,4015,0.75,Educator,2022-08-17,0.75,0.0,Completed
7881,3536,4460,0.5,Educator,2022-08-17,0.24,0.26,Partial
7882,2183,4464,0.25,Co-Educator,2022-08-17,0.25,0.0,Completed
7883,1461,4100,1.0,Educator,2022-08-17,1.0,0.0,Completed
7884,2594,4054,1.0,Educator,2022-08-17,1.0,0.0,Completed
7885,1685,4038,0.75,Educator,2022-08-17,0.75,0.0,Completed
7886,3419,4392,0.25,Co-Educator,2022-08-17,0.13,0.12,Partial
7887,5437,4172,0.5,Co-Educator,2022-08-17,0.0,0.5,Pending
7888,4144,4306,1.0,Educator,2022-08-19,1.0,0.0,Completed
7889,4138,4322,0.75,Co-Educator,2022-08-19,0.0,0.75,Cancelled
7890,3312,4404,1.0,Co-Educator,2022-08-19,1.0,0.0,Completed
7891,4783,4339,0.25,Educator,2022-08-19,0.25,0.0,Completed
7892,1379,4229,0.5,Co-Educator,2022-08-19,0.17,0.33,Partial
7893,2209,4383,0.75,Educator,2022-08-19,0.0,0.75,Cancelled
7894,4409,4277,0.5,Co-Educator,2022-08-19,0.5,0.0,Completed
7895,4069,4262,0.25,Co-Educator,2022-08-19,0.19,0.06,Partial
7896,1141,4191,1.0,Educator,2022-08-19,1.0,0.0,Completed
7897,3293,4458,1.0,Educator,2022-08-19,1.0,0.0,Completed
7898,4897,4212,0.25,Educator,2022-08-19,0.25,0.0,Completed
7899,4036,4264,0.75,Co-Educator,2022-08-19,0.0,0.75,Pending
7900,3185,4159,0.25,Co-Educator,2022-08-19,0.0,0.25,Cancelled
7901,2310,4114,0.25,Co-Educator,2022-08-19,0.0,0.25,Pending
7902,3688,4449,0.5,Educator,2022-08-19,0.0,0.5,Pending
7903,3524,4005,0.25,Co-Educator,2022-08-19,0.25,0.0,Completed
7904,3616,4170,1.0,Co-Educator,2022-08-19,0.0,1.0,Cancelled
7905,3257,4371,0.5,Co-Educator,2022-08-19,0.5,0.0,Completed
7906,4432,4340,0.25,Educator,2022-08-19,0.25,0.0,Completed
7907,1408,4390,0.5,Educator,2022-08-19,0.5,0.0,Completed
7908,3715,4149,0.5,Co-Educator,2022-08-19,0.5,0.0,Completed
7909,4069,4344,0.75,Co-Educator,2022-08-19,0.29,0.46,Partial
7910,1993,4196,0.75,Co-Educator,2022-08-19,0.75,0.0,Completed
7911,4740,4070,1.0,Co-Educator,2022-08-19,1.0,0.0,Completed
7912,3444,4230,0.5,Co-Educator,2022-08-19,0.0,0.5,Cancelled
7913,1759,4487,0.5,Invigilator,2022-08-19,0.5,0.0,Completed
7914,4469,4021,1.0,Educator,2022-08-19,0.3,0.7,Partial
7915,3480,4416,0.75,Educator,2022-08-19,0.75,0.0,Completed
7916,4091,4163,1.0,Educator,2022-08-19,0.66,0.34,Partial
7917,1774,4066,0.75,Co-Educator,2022-08-19,0.75,0.0,Completed
7918,3372,4079,0.75,Co-Educator,2022-08-19,0.45,0.3,Partial
7919,1878,4288,1.0,Co-Educator,2022-08-19,1.0,0.0,Completed
7920,3455,4158,0.5,Educator,2022-08-19,0.0,0.5,Cancelled
7921,1006,4069,1.0,Educator,2022-08-19,1.0,0.0,Completed
7922,5258,4348,0.25,Educator,2022-08-19,0.0,0.25,Pending
7923,1216,4023,1.0,Educator,2022-08-19,0.47,0.53,Partial
7924,2400,4471,1.0,Educator,2022-08-19,0.0,1.0,Cancelled
7925,2248,4450,0.75,Educator,2022-08-19,0.23,0.52,Partial
7926,3401,4311,0.75,Educator,2022-08-19,0.75,0.0,Completed
7927,5724,4049,0.5,Co-Educator,2022-08-19,0.24,0.26,Partial
7928,1344,4335,0.5,Co-Educator,2022-08-19,0.17,0.33,Partial
7929,3402,4033,0.5,Co-Educator,2022-08-19,0.36,0.14,Partial
7930,5305,4285,0.75,Educator,2022-08-19,0.0,0.75,Cancelled
7931,2100,4349,0.75,Invigilator,2022-08-19,0.0,0.75,Cancelled
7932,2163,4328,1.0,Co-Educator,2022-08-19,0.54,0.46,Partial
7933,2799,4447,0.75,Educator,2022-08-19,0.39,0.36,Partial
7934,5431,4007,0.25,Educator,2022-08-19,0.25,0.0,Completed
7935,2492,4043,0.25,Co-Educator,2022-08-19,0.17,0.08,Partial
7936,5910,4289,1.0,Co-Educator,2022-08-19,1.0,0.0,Completed
7937,2450,4187,0.5,Educator,2022-08-22,0.5,0.0,Completed
7938,4321,4368,0.5,Co-Educator,2022-08-22,0.0,0.5,Pending
7939,1174,4328,0.25,Co-Educator,2022-08-22,0.25,0.0,Completed
7940,5908,4171,0.25,Co-Educator,2022-08-22,0.0,0.25,Cancelled
7941,1026,4078,0.25,Co-Educator,2022-08-22,0.12,0.13,Partial
7942,1019,4040,1.0,Educator,2022-08-22,0.0,1.0,Pending
7943,2248,4196,0.5,Educator,2022-08-22,0.5,0.0,Completed
7944,2537,4474,0.25,Co-Educator,2022-08-22,0.25,0.0,Completed
7945,5627,4058,0.25,Co-Educator,2022-08-22,0.25,0.0,Completed
7946,3601,4182,0.25,Educator,2022-08-22,0.25,0.0,Completed
7947,3125,4472,0.5,Educator,2022-08-22,0.17,0.33,Partial
7948,1743,4470,1.0,Educator,2022-08-22,0.0,1.0,Pending
7949,2650,4337,0.25,Co-Educator,2022-08-22,0.0,0.25,Cancelled
7950,5638,4130,0.75,Invigilator,2022-08-22,0.75,0.0,Completed
7951,5317,4457,0.25,Educator,2022-08-22,0.0,0.25,Cancelled
7952,2872,4166,1.0,Educator,2022-08-22,0.0,1.0,Pending
7953,2149,4280,0.75,Educator,2022-08-22,0.75,0.0,Completed
7954,2570,4346,0.5,Educator,2022-08-22,0.5,0.0,Completed
7955,1062,4351,1.0,Educator,2022-08-22,0.47,0.53,Partial
7956,1591,4286,0.25,Educator,2022-08-22,0.25,0.0,Completed
7957,3229,4357,1.0,Educator,2022-08-22,0.0,1.0,Cancelled
7958,2222,4342,0.5,Co-Educator,2022-08-22,0.38,0.12,Partial
7959,1898,4191,0.75,Educator,2022-08-22,0.75,0.0,Completed
7960,3837,4381,1.0,Educator,2022-08-22,0.0,1.0,Pending
7961,2481,4424,0.75,Educator,2022-08-22,0.75,0.0,Completed
7962,2294,4097,0.75,Educator,2022-08-22,0.75,0.0,Completed
7963,1985,4420,0.25,Educator,2022-08-22,0.0,0.25,Pending
7964,2946,4487,0.5,Educator,2022-08-22,0.5,0.0,Completed
7965,2799,4104,0.75,Educator,2022-08-22,0.0,0.75,Pending
7966,2602,4158,0.25,Educator,2022-08-22,0.25,0.0,Completed
7967,3549,4043,0.75,Educator,2022-08-22,0.32,0.43,Partial
7968,1244,4081,0.75,Co-Educator,2022-08-22,0.75,0.0,Completed
7969,4938,4203,0.25,Educator,2022-08-22,0.25,0.0,Completed
7970,1452,4138,1.0,Educator,2022-08-22,0.0,1.0,Cancelled
7971,1536,4252,0.75,Educator,2022-08-22,0.58,0.17,Partial
7972,2223,4326,0.25,Co-Educator,2022-08-22,0.11,0.14,Partial
7973,3153,4151,0.25,Co-Educator,2022-08-22,0.11,0.14,Partial
7974,1143,4007,1.0,Co-Educator,2022-08-22,0.0,1.0,Pending
7975,5272,4350,0.5,Co-Educator,2022-08-22,0.34,0.16,Partial
7976,5580,4141,1.0,Educator,2022-08-22,0.0,1.0,Pending
7977,2516,4134,1.0,Educator,2022-08-22,1.0,0.0,Completed
7978,2298,4371,0.25,Co-Educator,2022-08-22,0.25,0.0,Completed
7979,1189,4038,0.5,Educator,2022-08-22,0.5,0.0,Completed
7980,2185,4258,0.25,Co-Educator,2022-08-22,0.0,0.25,Pending
7981,4919,4094,0.75,Educator,2022-08-22,0.75,0.0,Completed
7982,2138,4240,0.25,Co-Educator,2022-08-22,0.25,0.0,Completed
7983,1283,4415,0.25,Educator,2022-08-22,0.13,0.12,Partial
7984,2805,4144,0.75,Educator,2022-08-22,0.57,0.18,Partial
7985,1973,4059,1.0,Educator,2022-08-22,0.63,0.37,Partial
7986,3087,4313,0.25,Educator,2022-08-22,0.25,0.0,Completed
7987,5492,4395,0.75,Educator,2022-08-22,0.75,0.0,Completed
7988,3884,4413,0.25,Educator,2022-08-22,0.25,0.0,Completed
7989,1366,4173,0.25,Co-Educator,2022-08-22,0.17,0.08,Partial
7990,2008,4150,1.0,Co-Educator,2022-08-22,0.66,0.34,Partial
7991,3862,4169,0.75,Co-Educator,2022-08-22,0.0,0.75,Pending
7992,5801,4034,0.25,Co-Educator,2022-08-22,0.25,0.0,Completed
7993,5453,4004,0.25,Co-Educator,2022-08-22,0.0,0.25,Cancelled
7994,4016,4278,0.5,Co-Educator,2022-08-22,0.18,0.32,Partial
7995,5246,4416,1.0,Educator,2022-08-22,1.0,0.0,Completed
7996,3778,4076,1.0,Co-Educator,2022-08-22,1.0,0.0,Completed
7997,1490,4388,0.5,Educator,2022-08-22,0.5,0.0,Completed
7998,2454,4323,1.0,Educator,2022-08-22,0.42,0.58,Partial
7999,3486,4287,0.25,Educator,2022-08-22,0.0,0.25,Pending
8000,4647,4125,0.75,Educator,2022-08-22,0.75,0.0,Completed
8001,1466,4359,1.0,Educator,2022-08-22,0.58,0.42,Partial
8002,2264,4260,0.25,Co-Educator,2022-08-24,0.25,0.0,Completed
8003,4348,4391,1.0,Co-Educator,2022-08-24,1.0,0.0,Completed
8004,4459,4449,0.75,Educator,2022-08-24,0.0,0.75,Cancelled
8005,1667,4190,0.25,Educator,2022-08-24,0.0,0.25,Cancelled
8006,3857,4082,0.5,Co-Educator,2022-08-24,0.5,0.0,Completed
8007,5605,4138,0.75,Educator,2022-08-24,0.0,0.75,Pending
8008,2962,4267,0.5,Co-Educator,2022-08-24,0.37,0.13,Partial
8009,5625,4264,1.0,Educator,2022-08-24,1.0,0.0,Completed
8010,4207,4245,0.5,Educator,2022-08-24,0.5,0.0,Completed
8011,5834,4383,0.5,Educator,2022-08-24,0.5,0.0,Completed
8012,2061,4227,0.25,Educator,2022-08-24,0.25,0.0,Completed
8013,4529,4322,0.75,Co-Educator,2022-08-24,0.75,0.0,Completed
8014,1845,4437,0.75,Co-Educator,2022-08-24,0.5,0.25,Partial
8015,3369,4244,0.5,Co-Educator,2022-08-24,0.5,0.0,Completed
8016,1782,4129,0.5,Co-Educator,2022-08-24,0.5,0.0,Completed
8017,2385,4319,0.25,Educator,2022-08-24,0.13,0.12,Partial
8018,2566,4151,0.5,Educator,2022-08-24,0.5,0.0,Completed
8019,4733,4146,1.0,Educator,2022-08-24,1.0,0.0,Completed
8020,2257,4404,0.25,Co-Educator,2022-08-24,0.13,0.12,Partial
8021,2967,4040,0.75,Co-Educator,2022-08-24,0.43,0.32,Partial
8022,5139,4365,0.75,Co-Educator,2022-08-24,0.54,0.21,Partial
8023,4926,4238,1.0,Educator,2022-08-24,0.64,0.36,Partial
8024,2032,4071,0.25,Educator,2022-08-24,0.25,0.0,Completed
8025,4806,4148,0.5,Co-Educator,2022-08-24,0.5,0.0,Completed
8026,1091,4265,0.75,Co-Educator,2022-08-24,0.75,0.0,Completed
8027,5032,4054,0.75,Co-Educator,2022-08-24,0.0,0.75,Pending
8028,4889,4286,0.75,Educator,2022-08-24,0.0,0.75,Cancelled
8029,1534,4006,0.25,Educator,2022-08-24,0.25,0.0,Completed
8030,4908,4084,0.5,Educator,2022-08-24,0.31,0.19,Partial
8031,1614,4411,0.25,Co-Educator,2022-08-24,0.0,0.25,Pending
8032,5410,4068,0.25,Educator,2022-08-24,0.25,0.0,Completed
8033,1021,4491,0.5,Educator,2022-08-24,0.5,0.0,Completed
8034,2959,4128,0.25,Co-Educator,2022-08-24,0.2,0.05,Partial
8035,1278,4291,0.75,Co-Educator,2022-08-24,0.26,0.49,Partial
8036,3159,4115,0.5,Co-Educator,2022-08-24,0.29,0.21,Partial
8037,4717,4073,1.0,Educator,2022-08-24,1.0,0.0,Completed
8038,2872,4424,0.5,Educator,2022-08-24,0.0,0.5,Pending
8039,3350,4326,0.5,Educator,2022-08-24,0.5,0.0,Completed
8040,1039,4031,1.0,Co-Educator,2022-08-24,0.0,1.0,Pending
8041,2508,4493,0.75,Educator,2022-08-24,0.53,0.22,Partial
8042,4427,4181,0.25,Educator,2022-08-24,0.09,0.16,Partial
8043,1676,4445,0.5,Educator,2022-08-24,0.5,0.0,Completed
8044,5981,4139,0.75,Educator,2022-08-24,0.75,0.0,Completed
8045,1830,4158,1.0,Co-Educator,2022-08-24,1.0,0.0,Completed
8046,5911,4172,0.5,Co-Educator,2022-08-24,0.16,0.34,Partial
8047,5229,4443,1.0,Invigilator,2022-08-24,0.64,0.36,Partial
8048,3621,4001,0.75,Co-Educator,2022-08-25,0.75,0.0,Completed
8049,2460,4471,0.25,Educator,2022-08-25,0.25,0.0,Completed
8050,4198,4162,1.0,Educator,2022-08-25,0.55,0.45,Partial
8051,4899,4220,0.5,Educator,2022-08-25,0.5,0.0,Completed
8052,1288,4344,1.0,Educator,2022-08-25,0.54,0.46,Partial
8053,3014,4099,0.75,Co-Educator,2022-08-25,0.0,0.75,Pending
8054,1963,4462,0.5,Co-Educator,2022-08-25,0.0,0.5,Cancelled
8055,3669,4029,0.25,Educator,2022-08-25,0.2,0.05,Partial
8056,3037,4475,1.0,Co-Educator,2022-08-25,1.0,0.0,Completed
8057,2202,4262,0.75,Educator,2022-08-25,0.0,0.75,Pending
8058,5835,4077,0.5,Co-Educator,2022-08-25,0.0,0.5,Pending
8059,4828,4044,0.5,Co-Educator,2022-08-25,0.5,0.0,Completed
8060,4260,4348,0.25,Co-Educator,2022-08-25,0.0,0.25,Cancelled
8061,5506,4450,0.5,Co-Educator,2022-08-25,0.5,0.0,Completed
8062,4112,4198,1.0,Co-Educator,2022-08-25,0.0,1.0,Cancelled
8063,3975,4261,0.75,Educator,2022-08-25,0.75,0.0,Completed
8064,4798,4352,0.25,Educator,2022-08-25,0.12,0.13,Partial
8065,2698,4170,0.25,Educator,2022-08-25,0.25,0.0,Completed
8066,4490,4066,0.25,Educator,2022-08-25,0.25,0.0,Completed
8067,2584,4037,1.0,Co-Educator,2022-08-25,1.0,0.0,Completed
8068,5694,4350,0.75,Educator,2022-08-25,0.75,0.0,Completed
8069,4751,4153,0.75,Educator,2022-08-25,0.75,0.0,Completed
8070,3600,4447,0.5,Educator,2022-08-25,0.5,0.0,Completed
8071,3090,4253,0.25,Educator,2022-08-25,0.0,0.25,Cancelled
8072,3573,4374,0.5,Co-Educator,2022-08-25,0.34,0.16,Partial
8073,5648,4434,1.0,Educator,2022-08-25,0.53,0.47,Partial
8074,3713,4134,0.25,Co-Educator,2022-08-25,0.15,0.1,Partial
8075,2440,4453,0.5,Co-Educator,2022-08-25,0.0,0.5,Cancelled
8076,5923,4343,0.75,Educator,2022-08-25,0.75,0.0,Completed
8077,2815,4200,0.75,Educator,2022-08-25,0.75,0.0,Completed
8078,2432,4177,0.5,Educator,2022-08-25,0.28,0.22,Partial
8079,4859,4161,1.0,Co-Educator,2022-08-25,0.79,0.21,Partial
8080,3591,4221,0.5,Educator,2022-08-25,0.26,0.24,Partial
8081,2323,4337,0.25,Co-Educator,2022-08-25,0.0,0.25,Pending
8082,1944,4417,0.25,Educator,2022-08-25,0.0,0.25,Pending
8083,5237,4327,1.0,Co-Educator,2022-08-25,1.0,0.0,Completed
8084,5320,4226,0.5,Educator,2022-08-25,0.5,0.0,Completed
8085,3738,4297,0.25,Co-Educator,2022-08-25,0.25,0.0,Completed
8086,3123,4113,1.0,Invigilator,2022-08-25,1.0,0.0,Completed
8087,1252,4151,0.5,Co-Educator,2022-08-25,0.5,0.0,Completed
8088,2111,4236,0.5,Educator,2022-08-25,0.5,0.0,Completed
8089,5996,4146,0.25,Educator,2022-08-25,0.17,0.08,Partial
8090,1978,4121,0.75,Co-Educator,2022-08-25,0.0,0.75,Cancelled
8091,1561,4064,0.25,Educator,2022-08-25,0.14,0.11,Partial
8092,1765,4411,0.75,Co-Educator,2022-08-25,0.0,0.75,Pending
8093,3697,4028,1.0,Educator,2022-08-25,1.0,0.0,Completed
8094,2481,4131,0.5,Educator,2022-08-25,0.5,0.0,Completed
8095,5085,4333,0.25,Educator,2022-08-25,0.25,0.0,Completed
8096,2248,4269,0.75,Educator,2022-08-29,0.0,0.75,Pending
8097,5181,4488,0.75,Educator,2022-08-29,0.75,0.0,Completed
8098,4726,4471,0.5,Educator,2022-08-29,0.5,0.0,Completed
8099,5276,4409,0.5,Educator,2022-08-29,0.32,0.18,Partial
8100,5448,4133,0.75,Invigilator,2022-08-29,0.28,0.47,Partial
8101,3695,4199,0.5,Educator,2022-08-29,0.33,0.17,Partial
8102,5977,4183,0.25,Co-Educator,2022-08-29,0.09,0.16,Partial
8103,4665,4460,0.75,Educator,2022-08-29,0.25,0.5,Partial
8104,5035,4455,1.0,Co-Educator,2022-08-29,0.55,0.45,Partial
8105,4892,4500,0.5,Co-Educator,2022-08-29,0.0,0.5,Cancelled
8106,3729,4396,1.0,Co-Educator,2022-08-29,1.0,0.0,Completed
8107,2352,4165,1.0,Co-Educator,2022-08-29,1.0,0.0,Completed
8108,4147,4372,0.75,Co-Educator,2022-08-29,0.75,0.0,Completed
8109,3254,4377,0.75,Educator,2022-08-29,0.75,0.0,Completed
8110,5438,4064,1.0,Co-Educator,2022-08-29,0.79,0.21,Partial
8111,2298,4168,0.75,Co-Educator,2022-08-29,0.75,0.0,Completed
8112,3935,4284,0.75,Educator,2022-08-29,0.75,0.0,Completed
8113,2065,4355,0.75,Educator,2022-08-29,0.75,0.0,Completed
8114,3156,4432,0.25,Co-Educator,2022-08-29,0.0,0.25,Cancelled
8115,4524,4161,0.25,Co-Educator,2022-08-29,0.0,0.25,Pending
8116,5248,4170,1.0,Invigilator,2022-08-29,0.56,0.44,Partial
8117,1823,4408,0.5,Co-Educator,2022-08-29,0.29,0.21,Partial
8118,4424,4254,0.75,Co-Educator,2022-08-29,0.75,0.0,Completed
8119,4555,4210,0.25,Co-Educator,2022-08-29,0.25,0.0,Completed
8120,1431,4025,1.0,Co-Educator,2022-08-29,1.0,0.0,Completed
8121,3473,4358,0.25,Co-Educator,2022-08-29,0.11,0.14,Partial
8122,5028,4104,0.75,Educator,2022-08-29,0.75,0.0,Completed
8123,2951,4244,1.0,Educator,2022-08-29,1.0,0.0,Completed
8124,3530,4240,0.25,Co-Educator,2022-08-29,0.0,0.25,Cancelled
8125,1353,4313,0.5,Co-Educator,2022-08-29,0.4,0.1,Partial
8126,1520,4274,0.25,Educator,2022-08-29,0.0,0.25,Cancelled
8127,5852,4204,0.5,Educator,2022-08-29,0.5,0.0,Completed
8128,1165,4007,0.25,Educator,2022-08-29,0.25,0.0,Completed
8129,2964,4250,0.25,Educator,2022-08-29,0.11,0.14,Partial
8130,3515,4096,0.5,Educator,2022-08-29,0.0,0.5,Cancelled
8131,2480,4072,0.75,Educator,2022-08-29,0.75,0.0,Completed
8132,2955,4029,0.25,Co-Educator,2022-08-29,0.11,0.14,Partial
8133,4129,4006,0.25,Educator,2022-08-29,0.13,0.12,Partial
8134,4799,4447,0.5,Educator,2022-08-29,0.0,0.5,Cancelled
8135,2946,4403,0.25,Educator,2022-08-29,0.19,0.06,Partial
8136,5850,4476,1.0,Invigilator,2022-08-30,0.0,1.0,Pending
8137,3334,4474,1.0,Co-Educator,2022-08-30,1.0,0.0,Completed
8138,4220,4434,1.0,Co-Educator,2022-08-30,1.0,0.0,Completed
8139,2102,4081,0.75,Educator,2022-08-30,0.0,0.75,Pending
8140,2014,4297,0.5,Invigilator,2022-08-30,0.0,0.5,Cancelled
8141,2319,4445,0.5,Educator,2022-08-30,0.2,0.3,Partial
8142,4881,4483,0.25,Co-Educator,2022-08-30,0.12,0.13,Partial
8143,4846,4326,0.5,Educator,2022-08-30,0.27,0.23,Partial
8144,1314,4361,0.5,Educator,2022-08-30,0.5,0.0,Completed
8145,4779,4102,0.75,Co-Educator,2022-08-30,0.0,0.75,Pending
8146,5407,4212,1.0,Educator,2022-08-30,1.0,0.0,Completed
8147,5653,4043,0.5,Educator,2022-08-30,0.5,0.0,Completed
8148,5189,4349,0.25,Educator,2022-08-30,0.0,0.25,Pending
8149,3863,4172,1.0,Educator,2022-08-30,0.0,1.0,Pending
8150,4764,4329,0.25,Educator,2022-08-30,0.25,0.0,Completed
8151,1327,4357,0.5,Co-Educator,2022-08-30,0.0,0.5,Cancelled
8152,5345,4101,0.75,Co-Educator,2022-08-30,0.75,0.0,Completed
8153,5030,4016,0.75,Co-Educator,2022-08-30,0.75,0.0,Completed
8154,3020,4358,0.75,Educator,2022-08-30,0.75,0.0,Completed
8155,3575,4477,0.5,Educator,2022-08-30,0.5,0.0,Completed
8156,1442,4287,1.0,Educator,2022-08-30,1.0,0.0,Completed
8157,5280,4082,0.5,Educator,2022-08-30,0.2,0.3,Partial
8158,2382,4222,0.5,Co-Educator,2022-08-30,0.5,0.0,Completed
8159,1807,4482,0.75,Co-Educator,2022-08-30,0.75,0.0,Completed
8160,5822,4115,0.75,Educator,2022-08-30,0.0,0.75,Cancelled
8161,4604,4364,0.75,Educator,2022-08-30,0.25,0.5,Partial
8162,4389,4041,0.75,Educator,2022-08-30,0.0,0.75,Pending
8163,3450,4300,0.25,Educator,2022-08-30,0.12,0.13,Partial
8164,1468,4128,0.5,Invigilator,2022-08-30,0.0,0.5,Cancelled
8165,2995,4193,0.5,Invigilator,2022-08-30,0.0,0.5,Cancelled
8166,3561,4190,0.75,Co-Educator,2022-08-30,0.36,0.39,Partial
8167,3024,4035,0.25,Co-Educator,2022-08-30,0.25,0.0,Completed
8168,3028,4226,0.25,Educator,2022-08-30,0.0,0.25,Pending
8169,2007,4095,0.75,Co-Educator,2022-08-30,0.0,0.75,Pending
8170,2492,4432,0.75,Co-Educator,2022-08-30,0.0,0.75,Pending
8171,3422,4228,0.25,Co-Educator,2022-08-30,0.25,0.0,Completed
8172,5605,4353,0.5,Educator,2022-08-30,0.0,0.5,Pending
8173,4227,4486,0.75,Co-Educator,2022-08-30,0.75,0.0,Completed
8174,1498,4185,1.0,Educator,2022-08-30,0.52,0.48,Partial
8175,1178,4380,1.0,Co-Educator,2022-08-30,1.0,0.0,Completed
8176,5880,4017,0.5,Co-Educator,2022-08-30,0.5,0.0,Completed
8177,4404,4469,0.75,Educator,2022-08-30,0.38,0.37,Partial
8178,3482,4493,0.75,Co-Educator,2022-08-30,0.75,0.0,Completed
8179,3988,4198,0.75,Educator,2022-08-30,0.58,0.17,Partial
8180,4211,4444,1.0,Co-Educator,2022-08-30,1.0,0.0,Completed
8181,3754,4148,1.0,Educator,2022-08-30,1.0,0.0,Completed
8182,3484,4402,0.5,Educator,2022-08-30,0.39,0.11,Partial
8183,4061,4134,0.75,Co-Educator,2022-08-30,0.51,0.24,Partial
8184,4941,4072,0.25,Educator,2022-08-30,0.0,0.25,Pending
8185,2586,4090,0.75,Co-Educator,2022-08-30,0.75,0.0,Completed
