session_id,faculty_id,batch_id,session_date,session_allocated,session_taken,session_left,session_status
17726,3267,4311,2025-11-02,0.5,0.0,0.5,Pending
17727,3670,4415,2026-02-07,1.0,0.0,1.0,Pending
17728,2599,4069,2026-03-22,0.25,0.75,-0.5,Partial
17729,2190,4208,2026-02-04,1.0,0.25,0.75,Partial
17730,2038,4363,2026-02-18,0.75,0.0,0.75,Pending
17731,5086,4040,2026-05-02,0.5,0.0,0.5,Pending
17732,2102,4130,2026-03-09,0.75,1.0,-0.25,Partial
17733,2096,4280,2025-10-11,0.25,0.0,0.25,Pending
17734,1804,4126,2025-11-08,0.75,0.25,0.5,Partial
17735,3056,4182,2026-04-25,0.75,0.75,0.0,Completed
17736,4407,4370,2025-09-12,1.0,0.5,0.5,Partial
17737,1625,4142,2025-11-12,0.5,0.5,0.0,Completed
17738,2051,4289,2026-04-14,0.75,0.5,0.25,Partial
17739,2370,4248,2025-08-03,0.5,0.75,-0.25,Partial
17740,3687,4167,2025-12-17,1.0,0.5,0.5,Partial
17741,1331,4020,2025-07-27,1.0,0.0,1.0,Pending
17742,1103,4062,2025-07-03,0.75,0.25,0.5,Partial
17743,4548,4215,2025-05-09,0.75,0.0,0.75,Pending
17744,2435,4198,2025-07-29,0.25,0.0,0.25,Pending
17745,4629,4100,2026-02-19,0.75,0.75,0.0,Completed
17746,2883,4237,2025-07-17,0.5,1.0,-0.5,Partial
17747,4825,4496,2025-07-14,0.5,0.5,0.0,Completed
17748,5044,4432,2026-04-18,1.0,0.0,1.0,Pending
17749,2821,4414,2025-06-08,0.25,1.0,-0.75,Partial
17750,1876,4073,2025-07-06,1.0,1.0,0.0,Completed
17751,3563,4199,2026-01-12,0.5,0.5,0.0,Completed
17752,4714,4035,2025-06-04,0.5,0.0,0.5,Pending
17753,2735,4452,2025-05-26,0.75,0.0,0.75,Pending
17754,5549,4169,2025-10-06,0.25,0.75,-0.5,Partial
17755,1221,4348,2026-05-03,0.75,0.25,0.5,Partial
17756,2142,4029,2025-08-31,0.75,1.0,-0.25,Partial
17757,5756,4146,2026-03-18,0.75,0.0,0.75,Pending
17758,2410,4215,2025-12-14,0.25,0.0,0.25,Pending
17759,3385,4378,2026-05-03,1.0,0.0,1.0,Pending
17760,1160,4035,2026-02-03,1.0,1.0,0.0,Completed
17761,3845,4282,2025-08-01,1.0,0.0,1.0,Pending
17762,4280,4435,2026-03-31,0.75,0.75,0.0,Completed
17763,2844,4066,2025-07-22,1.0,0.5,0.5,Partial
17764,1595,4170,2025-10-18,0.75,0.5,0.25,Partial
17765,2856,4018,2025-11-11,0.5,0.25,0.25,Partial
17766,5305,4083,2025-06-09,0.5,0.25,0.25,Partial
17767,4109,4204,2026-01-13,0.25,0.5,-0.25,Partial
17768,5439,4328,2025-09-09,0.75,0.75,0.0,Completed
17769,5768,4115,2025-06-24,1.0,0.25,0.75,Partial
17770,3204,4409,2026-02-26,0.5,0.25,0.25,Partial
17771,1174,4191,2026-01-01,0.5,0.0,0.5,Pending
17772,3615,4368,2025-10-29,0.5,1.0,-0.5,Partial
17773,3513,4308,2025-12-02,0.5,0.5,0.0,Completed
17774,2241,4396,2026-04-09,0.75,0.5,0.25,Partial
17775,1883,4065,2025-05-11,1.0,0.0,1.0,Pending
17776,5679,4169,2026-02-17,0.5,1.0,-0.5,Partial
17777,1019,4143,2025-12-24,0.75,1.0,-0.25,Partial
17778,2904,4161,2026-03-16,0.75,0.0,0.75,Pending
17779,1452,4217,2026-02-03,0.5,0.75,-0.25,Partial
17780,4406,4372,2026-04-06,0.5,0.75,-0.25,Partial
17781,2210,4072,2025-06-21,1.0,0.75,0.25,Partial
17782,2116,4224,2025-05-20,0.5,0.25,0.25,Partial
17783,1253,4262,2026-03-12,1.0,1.0,0.0,Completed
17784,4043,4236,2025-12-24,0.5,0.5,0.0,Completed
17785,3053,4025,2026-04-11,0.25,0.5,-0.25,Partial
17786,1941,4419,2025-05-25,1.0,1.0,0.0,Completed
17787,4591,4483,2026-04-12,1.0,0.5,0.5,Partial
17788,2134,4417,2025-12-08,0.25,0.75,-0.5,Partial
17789,5381,4164,2025-11-07,1.0,0.0,1.0,Pending
17790,4798,4417,2025-12-22,0.5,0.75,-0.25,Partial
17791,3053,4385,2026-03-16,0.25,0.25,0.0,Completed
17792,2220,4253,2025-11-06,0.75,0.25,0.5,Partial
17793,5660,4282,2025-11-06,0.75,0.5,0.25,Partial
17794,2542,4402,2025-05-16,1.0,0.5,0.5,Partial
17795,4735,4373,2026-04-16,0.25,0.25,0.0,Completed
17796,2496,4079,2025-09-29,0.0,1.0,-1.0,Partial
17797,2369,4364,2025-07-16,1.0,0.0,1.0,Pending
17798,3212,4047,2026-01-22,0.5,0.5,0.0,Completed
17799,1907,4499,2025-08-09,0.25,0.0,0.25,Pending
17800,3585,4002,2025-11-18,0.0,0.0,0.0,Completed
17801,1160,4079,2025-10-02,1.0,1.0,0.0,Completed
17802,4510,4268,2026-05-05,0.75,1.0,-0.25,Partial
17803,5498,4084,2025-08-19,0.75,0.0,0.75,Pending
17804,3592,4444,2025-06-11,0.5,0.75,-0.25,Partial
17805,5359,4322,2026-01-10,0.25,1.0,-0.75,Partial
17806,2114,4247,2026-01-16,0.5,1.0,-0.5,Partial
17807,1310,4169,2026-01-07,0.0,0.0,0.0,Completed
17808,4866,4182,2025-12-02,0.25,0.0,0.25,Pending
17809,2573,4098,2025-12-02,0.75,0.75,0.0,Completed
17810,2218,4357,2026-01-18,0.75,0.25,0.5,Partial
17811,5299,4085,2026-03-07,0.75,0.25,0.5,Partial
17812,3267,4406,2025-07-20,1.0,0.0,1.0,Pending
17813,5651,4348,2025-07-30,0.75,0.5,0.25,Partial
17814,3068,4109,2025-11-21,0.5,0.0,0.5,Pending
17815,4466,4026,2025-12-29,0.25,1.0,-0.75,Partial
17816,4838,4230,2025-08-25,0.25,1.0,-0.75,Partial
17817,2368,4466,2025-08-23,0.0,0.5,-0.5,Partial
17818,5006,4184,2025-11-17,1.0,0.25,0.75,Partial
17819,5225,4285,2026-03-03,1.0,0.25,0.75,Partial
17820,5934,4235,2025-09-11,0.75,1.0,-0.25,Partial
17821,1795,4440,2026-03-11,1.0,0.0,1.0,Pending
17822,5231,4348,2026-03-21,0.25,0.0,0.25,Pending
17823,3707,4202,2025-05-22,1.0,1.0,0.0,Completed
17824,2408,4001,2025-10-02,0.25,0.5,-0.25,Partial
17825,1697,4124,2025-10-24,1.0,0.0,1.0,Pending
17826,3959,4163,2026-01-19,0.5,0.25,0.25,Partial
17827,2480,4313,2025-11-19,0.5,1.0,-0.5,Partial
17828,1487,4180,2025-10-14,0.75,0.25,0.5,Partial
17829,2357,4054,2026-01-13,1.0,0.5,0.5,Partial
17830,4816,4389,2025-11-26,1.0,0.5,0.5,Partial
17831,5932,4490,2025-08-28,0.75,0.5,0.25,Partial
17832,4368,4471,2025-07-09,0.75,1.0,-0.25,Partial
17833,2528,4428,2026-03-06,0.0,0.5,-0.5,Partial
17834,4227,4272,2026-03-31,0.0,1.0,-1.0,Partial
17835,5301,4243,2026-02-06,1.0,0.25,0.75,Partial
17836,4336,4103,2025-11-06,0.25,1.0,-0.75,Partial
17837,2060,4001,2026-02-12,0.75,0.25,0.5,Partial
17838,1557,4237,2025-09-28,0.5,1.0,-0.5,Partial
17839,3669,4097,2025-06-10,0.25,0.5,-0.25,Partial
17840,1820,4031,2025-10-27,0.5,1.0,-0.5,Partial
17841,5606,4081,2026-04-13,1.0,1.0,0.0,Completed
17842,2681,4124,2026-01-22,0.25,0.75,-0.5,Partial
17843,5099,4381,2026-01-02,0.25,0.75,-0.5,Partial
17844,5613,4348,2025-05-24,0.0,0.75,-0.75,Partial
17845,3919,4118,2025-12-19,0.75,0.0,0.75,Pending
17846,5528,4496,2025-11-24,0.25,0.0,0.25,Pending
17847,4161,4090,2026-03-23,0.25,0.5,-0.25,Partial
17848,1022,4020,2025-09-11,0.5,0.0,0.5,Pending
17849,4818,4167,2025-08-23,0.0,0.25,-0.25,Partial
17850,5215,4240,2026-04-24,1.0,0.75,0.25,Partial
17851,2520,4212,2025-06-14,0.25,0.5,-0.25,Partial
17852,5598,4301,2026-04-19,0.5,1.0,-0.5,Partial
17853,2974,4016,2026-02-22,1.0,0.25,0.75,Partial
17854,2412,4160,2025-06-05,1.0,0.0,1.0,Pending
17855,1781,4370,2025-06-06,1.0,0.75,0.25,Partial
17856,2091,4412,2026-01-21,1.0,0.75,0.25,Partial
17857,4997,4104,2026-02-09,0.0,1.0,-1.0,Partial
17858,2704,4066,2025-08-12,0.5,1.0,-0.5,Partial
17859,5750,4049,2026-03-01,1.0,1.0,0.0,Completed
17860,3912,4035,2025-09-29,0.0,1.0,-1.0,Partial
17861,1390,4340,2026-04-26,0.25,0.25,0.0,Completed
17862,1372,4327,2025-09-11,0.5,1.0,-0.5,Partial
17863,5024,4086,2025-09-03,1.0,1.0,0.0,Completed
17864,3513,4110,2025-05-28,0.5,1.0,-0.5,Partial
17865,1521,4403,2025-05-09,0.0,0.0,0.0,Completed
17866,1383,4190,2026-01-15,0.25,0.75,-0.5,Partial
17867,2952,4064,2025-05-27,0.25,0.0,0.25,Pending
17868,2340,4195,2025-05-08,0.75,0.75,0.0,Completed
17869,2180,4471,2025-09-28,0.25,0.0,0.25,Pending
17870,2208,4247,2025-09-19,0.25,0.25,0.0,Completed
17871,3467,4459,2025-05-11,0.5,1.0,-0.5,Partial
17872,5098,4299,2025-07-24,0.5,0.5,0.0,Completed
17873,3770,4168,2025-10-24,1.0,0.75,0.25,Partial
17874,5372,4327,2026-02-06,1.0,1.0,0.0,Completed
17875,1098,4047,2026-02-08,0.5,0.0,0.5,Pending
17876,2107,4037,2026-02-13,0.25,0.25,0.0,Completed
17877,2449,4475,2025-05-29,0.5,1.0,-0.5,Partial
17878,2247,4395,2025-05-28,0.25,0.5,-0.25,Partial
17879,2957,4468,2025-10-08,1.0,0.5,0.5,Partial
17880,4976,4218,2025-12-19,0.25,1.0,-0.75,Partial
17881,3894,4447,2026-03-15,0.25,1.0,-0.75,Partial
17882,2803,4251,2025-07-17,0.5,0.25,0.25,Partial
17883,4059,4017,2026-03-03,0.5,0.75,-0.25,Partial
17884,4011,4329,2025-07-31,0.75,0.0,0.75,Pending
17885,2481,4150,2025-11-07,0.5,0.25,0.25,Partial
17886,4107,4030,2025-06-09,0.75,0.75,0.0,Completed
17887,1498,4275,2026-02-19,1.0,0.25,0.75,Partial
17888,1862,4307,2026-03-11,0.5,0.0,0.5,Pending
17889,3239,4209,2025-10-28,0.0,0.25,-0.25,Partial
17890,2903,4324,2025-09-03,1.0,1.0,0.0,Completed
17891,5634,4372,2026-04-23,0.75,0.75,0.0,Completed
17892,1946,4138,2026-04-11,1.0,1.0,0.0,Completed
17893,3420,4263,2025-05-11,0.5,1.0,-0.5,Partial
17894,5777,4033,2026-03-21,0.25,1.0,-0.75,Partial
17895,1150,4040,2025-12-24,1.0,0.75,0.25,Partial
17896,3163,4215,2025-11-20,0.25,0.25,0.0,Completed
17897,2588,4179,2025-07-19,0.5,0.0,0.5,Pending
17898,1033,4309,2026-04-17,0.0,0.0,0.0,Completed
17899,3270,4021,2026-02-10,0.25,0.25,0.0,Completed
17900,1928,4282,2025-11-23,0.25,1.0,-0.75,Partial
17901,2059,4082,2026-04-01,1.0,0.0,1.0,Pending
17902,4918,4086,2025-12-05,0.75,0.25,0.5,Partial
17903,2736,4411,2025-05-24,0.25,0.25,0.0,Completed
17904,2861,4234,2025-05-12,1.0,0.0,1.0,Pending
17905,2669,4106,2025-06-22,1.0,0.0,1.0,Pending
17906,2884,4007,2026-01-10,0.25,0.5,-0.25,Partial
17907,4590,4439,2025-09-10,1.0,0.5,0.5,Partial
17908,4812,4044,2025-05-23,0.25,1.0,-0.75,Partial
17909,3417,4360,2025-09-03,0.75,0.0,0.75,Pending
17910,1412,4054,2025-05-28,0.25,0.75,-0.5,Partial
17911,3856,4470,2025-07-26,1.0,0.75,0.25,Partial
17912,2942,4141,2026-02-01,0.5,0.75,-0.25,Partial
17913,5286,4139,2026-03-09,0.75,0.0,0.75,Pending
17914,3506,4142,2026-01-20,0.5,0.0,0.5,Pending
17915,5835,4134,2026-04-28,0.75,0.5,0.25,Partial
17916,1337,4433,2025-05-31,1.0,0.5,0.5,Partial
17917,4414,4425,2026-03-09,0.75,0.75,0.0,Completed
17918,1337,4256,2025-05-26,0.5,0.0,0.5,Pending
17919,3054,4258,2026-04-04,0.5,1.0,-0.5,Partial
17920,2797,4040,2026-03-04,0.5,0.0,0.5,Pending
17921,3456,4083,2025-07-13,1.0,0.25,0.75,Partial
17922,1485,4371,2025-07-09,1.0,0.75,0.25,Partial
17923,3374,4352,2026-04-16,1.0,0.0,1.0,Pending
17924,2335,4453,2025-08-24,0.5,1.0,-0.5,Partial
17925,3205,4240,2025-08-28,0.5,0.75,-0.25,Partial
17926,3985,4145,2025-10-04,1.0,1.0,0.0,Completed
17927,5775,4063,2025-10-05,0.75,0.0,0.75,Pending
17928,2891,4150,2026-01-09,0.25,1.0,-0.75,Partial
17929,2536,4296,2025-07-24,0.75,0.75,0.0,Completed
17930,4888,4496,2025-06-07,0.5,1.0,-0.5,Partial
17931,4972,4283,2025-07-13,0.5,1.0,-0.5,Partial
17932,2244,4016,2026-01-17,0.0,0.0,0.0,Completed
17933,2208,4142,2025-07-07,0.75,1.0,-0.25,Partial
17934,4183,4091,2025-11-30,1.0,0.0,1.0,Pending
17935,1114,4458,2026-02-25,0.0,0.0,0.0,Completed
17936,3039,4416,2026-02-18,0.5,0.0,0.5,Pending
17937,5850,4409,2026-03-02,1.0,1.0,0.0,Completed
17938,3158,4166,2026-02-15,0.0,0.75,-0.75,Partial
17939,2205,4016,2025-12-02,1.0,0.0,1.0,Pending
17940,3171,4187,2025-07-07,0.5,0.25,0.25,Partial
17941,5264,4316,2025-08-27,1.0,0.5,0.5,Partial
17942,1652,4309,2026-04-19,0.25,0.75,-0.5,Partial
17943,2833,4323,2026-02-12,0.5,1.0,-0.5,Partial
17944,3164,4161,2025-11-25,1.0,0.75,0.25,Partial
17945,3866,4141,2025-05-24,0.75,0.0,0.75,Pending
17946,1705,4322,2026-04-23,1.0,1.0,0.0,Completed
17947,2434,4064,2026-01-31,0.5,0.25,0.25,Partial
17948,2753,4353,2025-05-31,0.25,0.75,-0.5,Partial
17949,1090,4179,2025-10-09,0.0,0.5,-0.5,Partial
17950,4942,4206,2025-12-23,1.0,1.0,0.0,Completed
17951,2681,4301,2025-08-17,0.25,0.75,-0.5,Partial
17952,5898,4350,2025-10-20,1.0,0.25,0.75,Partial
17953,1046,4253,2026-03-07,0.25,0.25,0.0,Completed
17954,3217,4385,2026-01-05,0.25,1.0,-0.75,Partial
17955,2491,4476,2025-05-20,0.25,0.0,0.25,Pending
17956,4782,4398,2026-03-13,0.75,0.75,0.0,Completed
17957,3255,4407,2026-03-12,0.75,0.5,0.25,Partial
17958,5624,4235,2026-04-09,1.0,1.0,0.0,Completed
17959,1275,4104,2026-05-04,0.75,0.25,0.5,Partial
17960,5308,4376,2025-07-02,0.25,0.0,0.25,Pending
17961,4485,4402,2025-12-11,1.0,0.0,1.0,Pending
17962,2044,4296,2025-11-30,0.0,0.25,-0.25,Partial
17963,3661,4071,2026-03-27,1.0,0.25,0.75,Partial
17964,2777,4468,2025-08-29,1.0,0.25,0.75,Partial
17965,4400,4243,2026-04-11,0.25,0.0,0.25,Pending
17966,5181,4496,2025-06-17,0.75,0.75,0.0,Completed
17967,2993,4384,2025-07-09,0.5,0.75,-0.25,Partial
17968,3155,4467,2026-02-07,1.0,1.0,0.0,Completed
17969,1325,4093,2025-09-21,0.25,0.0,0.25,Pending
17970,5969,4380,2025-12-04,1.0,0.0,1.0,Pending
17971,1222,4385,2025-08-06,0.5,0.0,0.5,Pending
17972,3280,4092,2025-06-22,0.25,0.0,0.25,Pending
17973,2883,4164,2025-07-04,0.75,1.0,-0.25,Partial
17974,5668,4443,2026-04-11,1.0,0.5,0.5,Partial
17975,3409,4339,2025-12-28,0.75,0.25,0.5,Partial
17976,2326,4066,2025-08-25,1.0,0.25,0.75,Partial
17977,2595,4284,2025-06-30,0.75,0.25,0.5,Partial
17978,3098,4150,2026-03-29,1.0,1.0,0.0,Completed
17979,1234,4060,2025-09-04,0.5,0.5,0.0,Completed
17980,1614,4476,2025-06-05,0.0,0.25,-0.25,Partial
17981,3124,4276,2025-07-17,1.0,0.5,0.5,Partial
17982,2966,4204,2025-05-12,0.5,0.0,0.5,Pending
17983,3907,4336,2026-03-14,0.25,0.25,0.0,Completed
17984,4612,4224,2025-06-12,0.75,1.0,-0.25,Partial
17985,4949,4366,2025-06-19,0.75,1.0,-0.25,Partial
17986,2542,4282,2026-03-01,0.5,0.5,0.0,Completed
17987,5218,4074,2025-09-17,0.25,0.75,-0.5,Partial
17988,2244,4269,2025-05-22,0.5,0.75,-0.25,Partial
17989,1545,4371,2026-01-15,0.5,0.0,0.5,Pending
17990,1867,4374,2026-02-10,0.5,0.5,0.0,Completed
17991,4302,4166,2026-01-18,0.5,1.0,-0.5,Partial
17992,5820,4442,2025-12-02,0.75,1.0,-0.25,Partial
17993,2114,4375,2025-12-13,0.75,0.0,0.75,Pending
17994,2498,4267,2026-01-14,0.5,0.75,-0.25,Partial
17995,1553,4185,2025-07-29,0.75,0.75,0.0,Completed
17996,2710,4387,2025-06-19,1.0,1.0,0.0,Completed
17997,5409,4267,2025-10-10,0.75,0.0,0.75,Pending
17998,4722,4043,2026-03-12,0.75,0.5,0.25,Partial
17999,5958,4062,2026-04-25,0.75,0.25,0.5,Partial
18000,2695,4151,2025-12-08,0.75,0.0,0.75,Pending
18001,5724,4461,2026-03-06,0.75,0.75,0.0,Completed
18002,4826,4034,2025-05-19,0.75,0.0,0.75,Pending
18003,5232,4244,2025-07-29,0.75,0.5,0.25,Partial
18004,4936,4225,2026-03-03,0.25,0.5,-0.25,Partial
18005,2357,4122,2025-11-25,0.25,0.5,-0.25,Partial
18006,3203,4251,2025-09-26,1.0,0.0,1.0,Pending
18007,4306,4249,2025-10-05,0.75,0.25,0.5,Partial
18008,4391,4280,2025-09-21,0.75,1.0,-0.25,Partial
18009,2005,4210,2026-02-13,1.0,0.25,0.75,Partial
18010,4127,4124,2025-10-06,0.75,1.0,-0.25,Partial
18011,3985,4220,2026-03-18,0.75,0.5,0.25,Partial
18012,3634,4476,2026-01-12,0.25,0.5,-0.25,Partial
18013,2517,4086,2025-05-19,0.25,0.0,0.25,Pending
18014,1172,4408,2025-10-01,1.0,0.5,0.5,Partial
18015,1487,4079,2025-07-06,1.0,1.0,0.0,Completed
18016,4636,4010,2026-03-19,1.0,0.0,1.0,Pending
18017,2045,4488,2025-07-30,1.0,0.75,0.25,Partial
18018,3818,4048,2025-11-10,0.5,1.0,-0.5,Partial
18019,4514,4145,2026-03-09,1.0,1.0,0.0,Completed
18020,1212,4400,2026-03-03,0.0,0.75,-0.75,Partial
18021,5691,4025,2025-10-22,0.75,0.0,0.75,Pending
18022,3954,4372,2025-06-27,0.5,0.25,0.25,Partial
18023,1722,4244,2025-11-02,1.0,1.0,0.0,Completed
18024,4360,4330,2026-02-17,0.25,1.0,-0.75,Partial
18025,3487,4191,2026-01-26,1.0,0.75,0.25,Partial
18026,2515,4139,2025-09-08,0.25,0.75,-0.5,Partial
18027,2173,4172,2026-03-20,0.25,1.0,-0.75,Partial
18028,1972,4379,2026-02-07,0.25,1.0,-0.75,Partial
18029,4476,4179,2026-03-11,1.0,0.25,0.75,Partial
18030,3397,4392,2026-03-09,0.5,1.0,-0.5,Partial
18031,3534,4177,2026-01-23,0.25,0.25,0.0,Completed
18032,4909,4438,2025-12-17,0.25,0.0,0.25,Pending
18033,2499,4017,2025-12-16,0.25,0.5,-0.25,Partial
18034,4126,4128,2025-12-15,1.0,0.75,0.25,Partial
18035,1750,4388,2025-10-08,1.0,0.0,1.0,Pending
18036,3926,4056,2025-09-09,0.25,0.5,-0.25,Partial
18037,5830,4442,2025-09-17,0.75,1.0,-0.25,Partial
18038,1211,4179,2025-08-08,0.5,0.5,0.0,Completed
18039,2821,4300,2026-03-01,0.75,0.75,0.0,Completed
18040,1890,4266,2025-12-05,0.5,0.75,-0.25,Partial
18041,3446,4375,2025-12-31,0.75,1.0,-0.25,Partial
18042,2264,4421,2025-08-20,1.0,0.25,0.75,Partial
18043,2039,4353,2025-10-25,1.0,0.75,0.25,Partial
18044,1343,4424,2025-11-02,1.0,0.25,0.75,Partial
18045,3744,4337,2025-08-03,0.75,0.5,0.25,Partial
18046,4810,4347,2026-04-26,0.25,0.5,-0.25,Partial
18047,2643,4487,2025-09-13,0.75,0.0,0.75,Pending
18048,2388,4098,2025-10-11,0.25,0.0,0.25,Pending
18049,4980,4376,2025-12-05,0.0,0.25,-0.25,Partial
18050,2237,4240,2025-12-09,1.0,0.5,0.5,Partial
18051,3546,4215,2025-05-31,0.75,0.25,0.5,Partial
18052,2013,4373,2026-01-12,0.5,0.75,-0.25,Partial
18053,1703,4086,2025-05-29,0.5,1.0,-0.5,Partial
18054,2851,4123,2025-08-28,0.5,0.5,0.0,Completed
18055,5934,4220,2026-02-26,1.0,0.25,0.75,Partial
18056,1208,4227,2025-11-30,0.25,0.75,-0.5,Partial
18057,5475,4387,2025-06-19,0.0,0.75,-0.75,Partial
18058,5090,4005,2025-09-17,0.75,0.25,0.5,Partial
18059,3833,4213,2025-08-27,0.25,1.0,-0.75,Partial
18060,1605,4199,2026-02-13,0.5,1.0,-0.5,Partial
18061,5632,4235,2026-02-24,0.75,0.0,0.75,Pending
18062,1300,4055,2026-01-07,0.75,0.0,0.75,Pending
18063,4203,4455,2025-09-06,0.5,0.0,0.5,Pending
18064,3359,4416,2025-06-05,0.25,0.75,-0.5,Partial
18065,4760,4002,2025-06-20,0.25,0.5,-0.25,Partial
18066,2746,4234,2025-08-03,0.25,0.75,-0.5,Partial
18067,2858,4419,2025-09-27,0.75,0.0,0.75,Pending
18068,2599,4049,2026-04-29,0.75,1.0,-0.25,Partial
18069,1437,4007,2026-04-17,0.0,0.5,-0.5,Partial
18070,1186,4474,2025-08-01,0.5,0.5,0.0,Completed
18071,3954,4175,2025-10-01,0.25,0.75,-0.5,Partial
18072,1114,4414,2025-09-27,0.75,1.0,-0.25,Partial
18073,4678,4162,2025-07-18,0.0,0.75,-0.75,Partial
18074,3207,4009,2026-03-06,0.25,0.75,-0.5,Partial
18075,5490,4236,2025-07-16,0.75,0.0,0.75,Pending
18076,2033,4353,2026-02-14,0.25,0.75,-0.5,Partial
18077,4359,4115,2025-11-13,1.0,0.75,0.25,Partial
18078,4296,4226,2025-10-02,0.25,0.25,0.0,Completed
18079,5709,4195,2025-10-05,0.75,0.5,0.25,Partial
18080,1187,4488,2026-01-29,1.0,1.0,0.0,Completed
18081,3152,4038,2026-02-26,1.0,0.75,0.25,Partial
18082,3049,4125,2025-07-30,0.75,0.25,0.5,Partial
18083,2957,4392,2026-04-10,0.75,1.0,-0.25,Partial
18084,1562,4085,2025-09-25,0.5,0.5,0.0,Completed
18085,2759,4294,2025-10-01,0.25,0.5,-0.25,Partial
18086,3417,4398,2026-04-20,0.5,0.75,-0.25,Partial
18087,5425,4412,2025-10-29,0.25,0.5,-0.25,Partial
18088,4686,4050,2025-11-04,0.5,0.75,-0.25,Partial
18089,5259,4281,2026-02-03,0.75,0.5,0.25,Partial
18090,5787,4492,2025-05-16,0.75,0.0,0.75,Pending
18091,2213,4391,2025-06-29,0.75,0.75,0.0,Completed
18092,5202,4124,2025-11-19,0.5,0.5,0.0,Completed
18093,5737,4195,2025-12-24,0.5,0.5,0.0,Completed
18094,3675,4064,2025-11-06,0.75,0.0,0.75,Pending
18095,4212,4053,2026-02-08,0.5,0.0,0.5,Pending
18096,2040,4393,2026-05-02,0.25,0.0,0.25,Pending
18097,2118,4066,2025-10-24,0.25,0.0,0.25,Pending
18098,4532,4206,2026-01-07,0.75,0.75,0.0,Completed
18099,2103,4066,2025-05-24,0.75,0.5,0.25,Partial
18100,3264,4005,2025-07-30,1.0,0.0,1.0,Pending
18101,1819,4292,2025-08-15,1.0,0.25,0.75,Partial
18102,5034,4476,2026-02-15,0.25,0.25,0.0,Completed
18103,2636,4439,2026-03-20,0.5,0.75,-0.25,Partial
18104,2466,4438,2026-03-21,0.75,0.25,0.5,Partial
18105,1151,4272,2026-04-18,0.75,0.0,0.75,Pending
18106,2649,4137,2025-10-25,0.75,0.5,0.25,Partial
18107,1490,4163,2025-12-19,0.75,0.75,0.0,Completed
18108,4427,4457,2026-04-23,0.25,1.0,-0.75,Partial
18109,5883,4293,2025-07-12,1.0,0.5,0.5,Partial
18110,5419,4363,2025-10-21,0.5,0.75,-0.25,Partial
18111,2038,4403,2025-09-04,0.0,0.75,-0.75,Partial
18112,3552,4177,2026-02-16,1.0,0.75,0.25,Partial
18113,4077,4270,2026-02-27,0.25,0.75,-0.5,Partial
18114,5261,4429,2025-09-01,0.5,0.5,0.0,Completed
18115,3262,4136,2026-02-09,1.0,0.0,1.0,Pending
18116,3496,4429,2025-10-13,0.5,0.0,0.5,Pending
18117,1227,4457,2026-02-02,1.0,0.25,0.75,Partial
18118,4643,4387,2025-10-12,1.0,0.25,0.75,Partial
18119,5295,4310,2026-01-20,0.5,0.5,0.0,Completed
18120,5901,4491,2025-08-28,0.25,1.0,-0.75,Partial
18121,5995,4489,2025-10-02,0.5,1.0,-0.5,Partial
18122,3949,4362,2026-04-05,0.75,0.75,0.0,Completed
18123,3149,4418,2025-07-11,0.75,0.75,0.0,Completed
18124,4920,4240,2025-08-06,0.75,0.5,0.25,Partial
18125,3224,4186,2026-03-09,1.0,0.25,0.75,Partial
18126,2877,4499,2026-01-10,1.0,1.0,0.0,Completed
18127,5895,4195,2026-01-12,0.5,0.75,-0.25,Partial
18128,2180,4084,2026-04-09,0.75,1.0,-0.25,Partial
18129,4433,4118,2025-07-01,1.0,0.0,1.0,Pending
18130,3370,4146,2026-01-03,0.25,0.75,-0.5,Partial
18131,1584,4132,2026-01-17,0.75,0.75,0.0,Completed
18132,4170,4066,2026-02-18,0.25,0.5,-0.25,Partial
18133,5490,4193,2026-04-15,0.5,0.75,-0.25,Partial
18134,1269,4296,2025-05-16,0.75,1.0,-0.25,Partial
18135,3864,4238,2025-06-30,0.5,1.0,-0.5,Partial
18136,2777,4487,2025-08-26,0.25,1.0,-0.75,Partial
18137,5321,4120,2026-02-15,1.0,0.0,1.0,Pending
18138,1158,4135,2025-12-26,1.0,0.75,0.25,Partial
18139,1925,4263,2025-11-09,1.0,0.0,1.0,Pending
18140,2726,4429,2026-01-14,0.75,0.75,0.0,Completed
18141,4074,4057,2025-05-12,0.75,0.75,0.0,Completed
18142,1710,4094,2025-12-26,0.5,0.75,-0.25,Partial
18143,3637,4162,2026-01-01,1.0,1.0,0.0,Completed
18144,3515,4046,2025-11-20,0.75,0.0,0.75,Pending
18145,5218,4095,2025-10-01,0.5,0.75,-0.25,Partial
18146,2984,4450,2026-01-17,0.75,0.5,0.25,Partial
18147,5392,4385,2025-08-19,0.75,1.0,-0.25,Partial
18148,1914,4333,2025-05-14,0.75,1.0,-0.25,Partial
18149,1942,4084,2025-06-08,0.5,0.0,0.5,Pending
18150,4049,4489,2026-02-04,0.5,0.5,0.0,Completed
18151,3785,4132,2025-10-04,0.75,0.75,0.0,Completed
18152,3051,4471,2025-06-25,0.75,0.0,0.75,Pending
18153,1656,4267,2025-08-29,0.5,0.25,0.25,Partial
18154,4778,4408,2025-10-25,0.5,1.0,-0.5,Partial
18155,4627,4013,2025-06-30,1.0,0.0,1.0,Pending
18156,3276,4473,2025-06-29,0.25,0.0,0.25,Pending
