coord_id,faculty_id,batch_id,session_date,session_allocated,role
3682,3552,4495,2026-02-13,0.25,Educator
3683,5796,4323,2025-07-10,1.0,Educator
3684,1433,4124,2026-03-25,0.5,Co-Educator
3685,3787,4479,2026-02-02,0.5,Educator
3686,3873,4362,2025-10-30,0.25,Invigilator
3687,3528,4252,2026-04-18,0.25,Co-Educator
3688,3338,4446,2026-03-10,0.5,Invigilator
3689,1157,4366,2026-03-11,0.25,Co-Educator
3690,4440,4488,2025-09-22,0.75,Co-Educator
3691,3616,4044,2026-04-05,1.0,Invigilator
3692,5136,4225,2026-01-02,0.75,Co-Educator
3693,2230,4238,2026-03-29,1.0,Co-Educator
3694,3280,4183,2025-12-15,0.5,Co-Educator
3695,5611,4428,2025-05-25,0.75,Educator
3696,1489,4206,2025-07-18,0.25,Educator
3697,1796,4414,2026-04-13,1.0,Co-Educator
3698,3290,4284,2025-12-07,0.25,Educator
3699,2561,4102,2025-08-02,0.0,Co-Educator
3700,3590,4169,2025-08-13,0.0,Co-Educator
3701,4761,4270,2026-05-04,0.75,Educator
3702,5191,4254,2025-05-11,0.75,Co-Educator
3703,2274,4147,2025-11-23,0.5,Educator
3704,1732,4071,2026-03-29,0.75,Invigilator
3705,3284,4398,2026-03-03,0.25,Invigilator
3706,2321,4163,2026-02-20,0.25,Educator
3707,4064,4500,2026-01-19,0.5,Educator
3708,1270,4190,2026-04-18,0.75,Invigilator
3709,4139,4186,2025-10-26,1.0,Educator
3710,2394,4158,2025-06-01,0.5,Educator
3711,1911,4036,2025-08-13,0.75,Educator
3712,2780,4259,2026-03-09,0.5,Educator
3713,2995,4375,2025-08-01,1.0,Educator
3714,4205,4469,2025-08-12,0.25,Invigilator
3715,1486,4319,2025-09-11,0.5,Educator
3716,4456,4236,2026-05-08,0.75,Educator
3717,4965,4129,2025-05-11,0.5,Invigilator
3718,1165,4154,2026-02-16,1.0,Educator
3719,2821,4136,2026-01-26,0.5,Educator
3720,3954,4295,2025-05-16,0.75,Invigilator
3721,5276,4378,2026-01-31,0.75,Invigilator
3722,5230,4225,2025-08-17,0.25,Co-Educator
3723,3150,4145,2025-12-11,0.5,Invigilator
3724,2776,4266,2025-10-02,0.75,Educator
3725,4360,4421,2025-06-02,1.0,Co-Educator
3726,2797,4087,2025-08-26,0.75,Invigilator
3727,2677,4205,2025-06-29,0.75,Educator
3728,1911,4409,2025-09-30,0.25,Educator
3729,3464,4474,2026-04-21,1.0,Invigilator
3730,4468,4136,2026-02-04,0.5,Invigilator
3731,2079,4324,2025-06-09,1.0,Invigilator
3732,3859,4128,2025-07-25,0.0,Invigilator
3733,4658,4087,2026-01-01,1.0,Co-Educator
3734,1950,4151,2025-09-08,0.5,Educator
3735,3644,4301,2026-01-18,0.75,Invigilator
3736,5347,4296,2026-01-23,0.5,Educator
3737,1856,4135,2025-09-10,1.0,Invigilator
3738,2418,4141,2025-10-22,0.25,Educator
3739,3995,4285,2025-06-01,0.25,Invigilator
3740,2498,4150,2025-08-31,0.25,Invigilator
3741,2311,4022,2026-02-01,0.75,Educator
3742,4895,4003,2025-07-12,0.5,Educator
3743,3575,4468,2026-04-25,0.0,Educator
3744,2182,4056,2025-07-10,0.5,Educator
3745,2098,4341,2025-07-17,0.75,Co-Educator
3746,2426,4258,2026-04-10,0.25,Invigilator
3747,5387,4004,2025-09-22,0.25,Co-Educator
3748,2032,4437,2026-04-04,0.25,Invigilator
3749,1443,4489,2026-02-01,0.5,Educator
3750,1080,4134,2025-05-15,0.0,Co-Educator
3751,1640,4054,2026-03-04,0.25,Invigilator
3752,1041,4293,2025-10-10,0.5,Co-Educator
3753,2024,4205,2025-07-08,1.0,Educator
3754,3440,4316,2026-02-09,1.0,Co-Educator
3755,3568,4396,2025-10-26,0.25,Invigilator
3756,2818,4370,2025-11-01,0.75,Invigilator
3757,3654,4318,2025-10-20,1.0,Co-Educator
3758,3106,4181,2026-02-18,0.25,Invigilator
3759,5308,4487,2026-03-09,1.0,Invigilator
3760,2503,4122,2025-09-14,0.25,Invigilator
3761,4921,4474,2025-12-16,1.0,Co-Educator
3762,3697,4487,2026-03-06,0.25,Co-Educator
3763,2398,4498,2025-11-29,0.0,Educator
3764,5925,4168,2026-04-18,0.25,Educator
3765,1701,4014,2026-01-12,0.75,Co-Educator
3766,2905,4472,2026-01-25,0.25,Invigilator
3767,1279,4193,2025-10-20,0.75,Co-Educator
3768,3417,4061,2026-03-09,0.25,Invigilator
3769,5771,4121,2026-03-10,0.25,Educator
3770,5497,4106,2025-07-17,1.0,Invigilator
3771,1839,4153,2026-04-10,0.0,Invigilator
3772,5823,4272,2025-11-14,1.0,Invigilator
3773,4774,4092,2026-02-22,0.5,Co-Educator
3774,2423,4322,2025-10-16,0.5,Educator
3775,5186,4265,2026-03-18,1.0,Invigilator
3776,5882,4334,2026-04-07,0.25,Invigilator
3777,1919,4047,2025-07-20,1.0,Co-Educator
3778,4461,4471,2025-07-24,0.5,Co-Educator
3779,1554,4424,2026-05-02,0.5,Co-Educator
3780,2073,4130,2025-12-06,0.25,Educator
3781,2949,4150,2025-11-29,0.75,Educator
3782,1396,4082,2025-07-18,0.5,Educator
3783,4347,4413,2026-03-16,0.25,Co-Educator
3784,3236,4465,2025-09-27,0.75,Invigilator
3785,4214,4231,2026-03-15,1.0,Educator
3786,3225,4184,2025-10-09,0.75,Invigilator
3787,2126,4257,2025-10-12,0.5,Educator
3788,5535,4042,2025-05-20,1.0,Invigilator
3789,1277,4384,2025-09-06,0.5,Educator
3790,5011,4179,2026-04-15,0.75,Educator
3791,3894,4398,2025-12-29,0.75,Invigilator
3792,4472,4378,2025-10-10,0.75,Educator
3793,1444,4153,2025-10-15,1.0,Educator
3794,3815,4114,2025-08-17,0.5,Co-Educator
3795,5859,4278,2025-08-14,0.5,Educator
3796,2406,4255,2026-04-11,0.25,Invigilator
3797,1100,4243,2026-03-22,1.0,Educator
3798,4980,4427,2026-03-24,0.25,Invigilator
3799,4603,4162,2025-05-10,0.25,Educator
3800,3339,4217,2026-01-12,0.5,Educator
3801,1711,4101,2025-08-13,0.75,Co-Educator
3802,1275,4033,2025-07-25,0.0,Invigilator
3803,3393,4117,2026-05-06,0.25,Invigilator
3804,4669,4479,2025-12-06,0.75,Invigilator
3805,2212,4021,2025-12-11,0.25,Co-Educator
3806,3566,4311,2026-02-07,1.0,Invigilator
3807,5526,4240,2025-07-16,1.0,Invigilator
3808,5761,4113,2026-04-30,0.5,Co-Educator
3809,2275,4437,2025-06-15,0.5,Co-Educator
3810,3814,4315,2025-08-17,1.0,Educator
3811,5432,4082,2025-05-20,0.5,Invigilator
3812,2684,4155,2025-05-12,0.75,Educator
3813,5086,4214,2025-07-06,0.25,Co-Educator
3814,1900,4111,2025-12-22,0.75,Co-Educator
3815,5299,4363,2026-02-12,0.25,Invigilator
3816,1591,4328,2025-12-14,0.25,Invigilator
3817,3314,4299,2025-12-14,1.0,Invigilator
3818,2696,4366,2025-07-31,0.75,Educator
3819,1875,4040,2025-09-30,0.75,Co-Educator
3820,4704,4079,2025-09-11,0.25,Invigilator
3821,3641,4133,2025-12-26,0.25,Co-Educator
3822,3823,4475,2025-12-30,0.75,Educator
3823,2888,4274,2025-10-29,0.5,Educator
3824,3525,4283,2025-10-05,0.5,Educator
3825,1474,4328,2025-09-22,0.25,Invigilator
3826,5718,4355,2026-03-21,0.25,Co-Educator
3827,2776,4178,2026-04-13,0.25,Educator
3828,3092,4492,2025-11-03,0.5,Educator
3829,5190,4396,2025-06-28,0.75,Educator
3830,3296,4138,2026-03-17,0.5,Invigilator
3831,3396,4466,2025-10-29,0.75,Invigilator
3832,3012,4396,2026-01-28,1.0,Educator
3833,1027,4097,2026-04-08,1.0,Invigilator
3834,4310,4313,2025-08-18,0.0,Co-Educator
3835,2690,4139,2025-10-12,0.25,Invigilator
3836,2384,4244,2026-05-06,0.75,Educator
3837,5029,4249,2026-01-23,0.25,Educator
3838,5837,4129,2026-04-29,0.5,Invigilator
3839,1094,4499,2025-09-09,0.5,Educator
3840,2818,4113,2026-03-01,0.25,Invigilator
3841,1071,4004,2025-12-03,0.5,Invigilator
3842,2753,4011,2026-03-19,0.25,Educator
3843,5375,4174,2026-03-05,0.5,Co-Educator
3844,4334,4005,2026-05-05,0.75,Invigilator
3845,1605,4010,2025-12-11,0.5,Educator
3846,1323,4445,2025-06-03,0.25,Educator
3847,5145,4089,2025-09-19,0.5,Invigilator
3848,3666,4213,2025-08-12,0.75,Invigilator
3849,4449,4110,2025-10-06,1.0,Educator
3850,4507,4497,2025-11-29,0.75,Educator
3851,1361,4455,2025-10-15,1.0,Educator
3852,1710,4303,2026-03-18,0.75,Invigilator
3853,5046,4413,2025-10-14,1.0,Co-Educator
3854,1911,4239,2026-03-22,0.25,Educator
3855,3545,4361,2025-12-24,0.75,Educator
3856,3186,4016,2026-03-26,0.75,Co-Educator
3857,5882,4388,2025-06-07,0.75,Co-Educator
3858,4954,4125,2025-11-27,0.5,Educator
3859,3742,4283,2025-09-02,0.75,Co-Educator
3860,1596,4050,2025-06-29,0.5,Educator
3861,2760,4251,2025-08-09,0.0,Educator
3862,5791,4403,2025-05-27,0.75,Invigilator
3863,5537,4068,2025-12-05,0.5,Co-Educator
3864,2936,4163,2025-09-02,1.0,Co-Educator
3865,2631,4312,2025-11-12,0.75,Invigilator
3866,5783,4083,2026-03-04,0.0,Educator
3867,1355,4293,2026-05-03,1.0,Co-Educator
3868,1205,4082,2025-09-28,0.75,Co-Educator
3869,5186,4418,2025-08-14,1.0,Educator
3870,5606,4443,2025-10-15,1.0,Educator
3871,4257,4120,2025-07-28,0.5,Invigilator
3872,1427,4452,2025-12-17,0.25,Co-Educator
3873,5774,4161,2025-09-23,0.5,Invigilator
3874,1358,4237,2025-06-10,0.25,Educator
3875,3682,4097,2025-10-28,0.75,Invigilator
3876,2744,4477,2025-10-28,0.25,Co-Educator
3877,4634,4085,2025-06-24,0.5,Educator
3878,5338,4123,2026-01-26,0.5,Educator
3879,3302,4393,2026-05-05,1.0,Invigilator
3880,3574,4193,2025-07-06,0.5,Educator
3881,5911,4099,2025-09-06,0.5,Invigilator
3882,5281,4382,2026-02-26,0.5,Educator
3883,5524,4058,2025-10-23,1.0,Educator
3884,4427,4337,2026-04-01,0.75,Educator
3885,1958,4060,2026-04-09,0.75,Co-Educator
3886,5785,4060,2026-01-12,0.75,Invigilator
3887,3267,4048,2025-09-23,0.75,Invigilator
3888,4113,4450,2026-03-02,0.25,Educator
3889,3266,4378,2025-05-12,0.5,Invigilator
3890,3079,4129,2026-02-26,0.75,Educator
3891,4229,4082,2026-04-29,0.5,Co-Educator
3892,5948,4035,2025-11-28,0.25,Educator
3893,2548,4080,2025-09-08,0.25,Educator
3894,2896,4306,2025-05-10,1.0,Invigilator
3895,2273,4474,2026-02-23,0.5,Co-Educator
3896,2841,4159,2026-02-23,0.5,Invigilator
3897,3525,4098,2025-08-19,0.75,Co-Educator
3898,3149,4336,2026-03-20,1.0,Educator
3899,5101,4209,2025-07-03,1.0,Co-Educator
3900,5781,4166,2025-12-31,0.0,Educator
3901,3002,4041,2025-11-03,0.25,Educator
3902,5795,4416,2025-07-14,0.25,Co-Educator
3903,3550,4051,2025-08-22,0.75,Invigilator
3904,5181,4458,2025-11-19,0.75,Educator
3905,3728,4156,2026-02-19,0.25,Co-Educator
3906,4192,4264,2026-01-22,0.75,Co-Educator
3907,2050,4309,2026-01-25,0.75,Co-Educator
3908,2220,4286,2025-11-11,0.75,Invigilator
3909,1655,4454,2025-11-14,1.0,Educator
3910,3796,4014,2025-08-02,0.25,Educator
3911,1191,4074,2025-08-08,0.0,Co-Educator
3912,1436,4035,2025-11-02,1.0,Educator
3913,1401,4299,2025-11-10,0.5,Co-Educator
3914,4063,4338,2026-03-19,0.5,Invigilator
3915,4844,4337,2025-10-05,0.0,Co-Educator
3916,2784,4158,2026-01-08,1.0,Invigilator
3917,3883,4279,2025-12-20,0.75,Invigilator
3918,5641,4369,2025-07-02,0.5,Invigilator
3919,3328,4292,2025-05-31,0.25,Educator
3920,4151,4255,2026-04-08,1.0,Educator
3921,5951,4374,2025-12-26,1.0,Co-Educator
3922,1621,4070,2025-06-12,0.75,Educator
3923,3420,4490,2025-07-24,1.0,Co-Educator
3924,5183,4162,2025-07-07,1.0,Educator
3925,3145,4286,2025-10-30,1.0,Invigilator
3926,4239,4185,2025-08-22,0.5,Invigilator
3927,2479,4214,2025-12-11,0.75,Co-Educator
3928,3127,4238,2025-08-28,0.25,Co-Educator
3929,3579,4248,2025-08-23,0.75,Invigilator
3930,4120,4270,2025-08-24,1.0,Educator
3931,4682,4015,2026-03-22,0.5,Co-Educator
3932,5542,4396,2025-08-24,0.25,Educator
3933,4104,4211,2026-03-03,1.0,Co-Educator
3934,4538,4380,2025-05-17,0.75,Co-Educator
3935,3670,4053,2025-11-03,0.75,Educator
3936,4714,4491,2026-04-20,0.75,Educator
3937,3817,4406,2026-03-06,1.0,Co-Educator
3938,2363,4256,2025-09-24,1.0,Invigilator
3939,5327,4408,2026-01-15,1.0,Co-Educator
3940,2292,4039,2025-10-09,0.25,Co-Educator
3941,5963,4062,2025-08-13,1.0,Invigilator
3942,4815,4333,2026-03-04,0.5,Invigilator
3943,5097,4207,2026-04-11,1.0,Invigilator
3944,1235,4251,2025-11-20,0.25,Educator
3945,5712,4233,2025-12-17,1.0,Invigilator
3946,2729,4003,2025-07-26,0.75,Invigilator
3947,1326,4318,2026-04-09,0.25,Invigilator
3948,2111,4026,2026-04-23,1.0,Educator
3949,4893,4242,2026-04-06,0.75,Invigilator
3950,1076,4050,2025-10-20,1.0,Co-Educator
3951,4689,4197,2025-07-23,0.25,Invigilator
3952,5643,4031,2025-05-29,0.75,Invigilator
3953,1945,4278,2025-10-18,0.25,Invigilator
3954,1788,4147,2025-07-05,0.25,Co-Educator
3955,4643,4396,2025-08-29,1.0,Co-Educator
3956,5076,4332,2025-11-09,0.75,Invigilator
3957,4319,4224,2026-01-04,1.0,Educator
3958,5794,4400,2026-03-12,0.75,Co-Educator
3959,5329,4367,2026-01-28,0.5,Co-Educator
3960,5411,4439,2026-03-10,0.25,Educator
3961,1496,4248,2025-08-19,0.75,Educator
3962,3950,4041,2025-11-25,0.25,Co-Educator
3963,1263,4240,2025-11-09,1.0,Educator
3964,1174,4325,2025-10-02,0.5,Co-Educator
3965,5267,4202,2026-03-24,1.0,Invigilator
3966,5990,4192,2026-01-19,0.25,Invigilator
3967,5089,4073,2025-12-17,0.25,Educator
3968,1743,4003,2026-01-07,1.0,Co-Educator
3969,3620,4423,2026-04-01,0.25,Co-Educator
3970,5775,4187,2025-09-04,1.0,Invigilator
3971,1044,4151,2026-03-28,0.5,Co-Educator
3972,3643,4128,2026-01-24,0.75,Invigilator
3973,4280,4353,2025-07-21,1.0,Educator
3974,5731,4289,2026-02-12,0.25,Invigilator
3975,5297,4073,2025-06-26,0.5,Invigilator
3976,3231,4281,2025-05-10,0.5,Educator
3977,5028,4268,2025-11-13,0.5,Educator
3978,3141,4432,2025-10-22,0.5,Co-Educator
3979,4676,4417,2025-09-25,1.0,Co-Educator
3980,1924,4170,2025-11-06,0.75,Educator
3981,3952,4238,2026-03-29,0.25,Educator
3982,4195,4257,2026-01-11,0.25,Co-Educator
3983,4309,4347,2025-06-05,0.25,Invigilator
3984,3812,4356,2025-07-12,0.5,Co-Educator
3985,3703,4258,2025-07-22,1.0,Co-Educator
3986,2289,4140,2026-03-25,0.75,Educator
3987,3583,4068,2025-10-11,1.0,Educator
3988,4425,4395,2025-11-11,0.5,Invigilator
3989,3585,4127,2026-05-07,0.75,Educator
3990,1180,4125,2025-09-05,0.25,Educator
3991,4989,4161,2025-11-02,0.5,Invigilator
3992,2487,4137,2025-11-11,0.25,Co-Educator
3993,5055,4059,2025-06-14,1.0,Co-Educator
3994,5010,4197,2025-12-16,1.0,Invigilator
3995,4462,4061,2025-07-03,0.75,Invigilator
3996,2364,4268,2025-07-30,0.5,Invigilator
3997,4956,4199,2025-12-13,0.25,Co-Educator
3998,3022,4171,2025-05-13,0.5,Co-Educator
3999,5993,4410,2025-09-01,0.75,Co-Educator
4000,1874,4163,2026-04-24,1.0,Co-Educator
4001,3138,4476,2025-06-02,0.5,Educator
4002,4631,4130,2026-02-17,0.75,Co-Educator
4003,1742,4202,2025-10-15,0.5,Educator
4004,3741,4433,2026-04-23,0.75,Co-Educator
4005,3927,4252,2026-01-30,1.0,Invigilator
4006,1424,4290,2025-05-11,0.75,Co-Educator
4007,1321,4276,2025-08-02,0.25,Co-Educator
4008,1919,4430,2025-12-06,0.5,Invigilator
4009,1174,4139,2025-06-07,0.5,Invigilator
4010,1507,4170,2025-09-08,0.5,Invigilator
4011,1250,4404,2025-11-24,1.0,Invigilator
4012,2954,4003,2025-11-04,0.5,Invigilator
4013,5293,4236,2026-01-07,0.25,Co-Educator
4014,1782,4277,2026-02-18,0.75,Invigilator
4015,3389,4073,2025-08-28,1.0,Invigilator
4016,3863,4179,2026-03-08,0.5,Co-Educator
4017,4639,4403,2026-03-27,0.5,Invigilator
4018,1334,4113,2025-07-15,1.0,Co-Educator
4019,1917,4193,2025-07-05,0.75,Educator
4020,2447,4039,2025-11-25,0.5,Invigilator
4021,3871,4374,2025-08-30,0.75,Co-Educator
4022,3160,4500,2026-03-06,0.5,Co-Educator
4023,3444,4256,2025-11-23,0.25,Co-Educator
4024,4692,4321,2025-09-25,0.0,Co-Educator
4025,1709,4485,2025-09-19,1.0,Invigilator
4026,5048,4234,2026-03-26,0.75,Educator
4027,3680,4071,2025-11-08,0.5,Invigilator
4028,5610,4376,2025-08-08,1.0,Co-Educator
4029,4830,4417,2025-11-22,0.5,Invigilator
4030,2653,4023,2025-11-22,0.75,Educator
4031,4556,4114,2025-06-03,0.5,Invigilator
4032,1603,4483,2025-05-16,0.25,Co-Educator
4033,2120,4147,2025-09-11,0.5,Co-Educator
4034,3437,4305,2025-07-16,1.0,Co-Educator
4035,4818,4260,2025-08-20,0.25,Invigilator
4036,5800,4276,2025-05-16,0.25,Co-Educator
4037,3937,4179,2026-04-27,1.0,Educator
4038,2664,4081,2025-12-14,0.25,Invigilator
4039,3393,4405,2025-10-08,0.75,Co-Educator
4040,5537,4147,2025-06-19,1.0,Co-Educator
4041,2468,4408,2026-02-13,0.75,Invigilator
4042,2086,4021,2025-09-04,0.25,Educator
4043,3035,4004,2025-08-28,0.75,Co-Educator
4044,4446,4356,2025-07-16,0.25,Educator
4045,3874,4209,2026-05-05,0.25,Invigilator
4046,1300,4390,2025-07-28,1.0,Co-Educator
4047,5409,4471,2025-09-07,0.5,Educator
4048,5328,4363,2025-10-20,0.5,Invigilator
4049,1668,4360,2025-08-12,0.75,Educator
4050,4995,4392,2025-10-23,1.0,Educator
4051,1085,4096,2026-03-27,0.5,Invigilator
4052,2367,4058,2026-04-18,1.0,Co-Educator
4053,3058,4058,2026-04-15,0.75,Invigilator
4054,2914,4316,2025-11-23,1.0,Co-Educator
4055,2045,4081,2025-08-05,1.0,Co-Educator
4056,2188,4138,2026-03-18,1.0,Invigilator
4057,1858,4468,2025-10-30,0.75,Invigilator
4058,4752,4235,2026-04-13,0.0,Educator
4059,5203,4164,2025-08-11,0.75,Invigilator
4060,1457,4313,2026-02-03,0.5,Co-Educator
4061,1570,4416,2025-07-31,0.0,Co-Educator
4062,1078,4487,2026-01-24,0.5,Co-Educator
4063,2860,4278,2026-03-09,0.5,Invigilator
4064,4812,4414,2025-10-20,0.25,Invigilator
4065,1812,4441,2025-07-13,0.25,Educator
4066,1151,4048,2026-04-11,1.0,Invigilator
4067,5350,4132,2026-01-10,0.0,Co-Educator
4068,1579,4006,2025-07-16,0.5,Educator
4069,2436,4040,2025-11-07,0.5,Co-Educator
4070,3557,4364,2026-01-16,0.5,Educator
4071,3641,4500,2025-11-11,0.75,Invigilator
4072,4814,4167,2025-07-17,1.0,Educator
4073,3764,4291,2025-09-25,0.75,Educator
4074,4670,4408,2025-12-13,0.25,Educator
4075,1237,4176,2026-04-19,0.75,Co-Educator
4076,2555,4312,2025-07-01,1.0,Educator
4077,2479,4110,2026-04-01,0.0,Educator
4078,4759,4145,2025-11-16,0.5,Invigilator
4079,4554,4407,2025-07-05,0.5,Educator
4080,4233,4417,2026-05-02,1.0,Invigilator
4081,2681,4479,2026-02-05,1.0,Co-Educator
4082,2264,4016,2026-01-06,0.5,Educator
4083,5258,4340,2025-08-09,0.75,Co-Educator
4084,1883,4262,2025-07-06,0.5,Educator
4085,5827,4032,2025-07-31,0.25,Co-Educator
4086,1641,4421,2025-10-16,0.25,Invigilator
4087,2072,4288,2025-10-30,0.5,Educator
4088,3693,4412,2026-04-30,0.25,Invigilator
4089,4574,4466,2026-04-28,0.5,Co-Educator
4090,1191,4296,2025-09-14,0.5,Co-Educator
4091,3694,4463,2026-04-21,0.5,Invigilator
4092,1597,4335,2025-08-21,1.0,Educator
4093,3806,4174,2025-10-13,0.5,Invigilator
4094,2698,4290,2025-12-01,1.0,Invigilator
4095,3256,4148,2025-08-26,0.25,Educator
4096,3805,4379,2026-05-05,0.5,Invigilator
4097,5134,4227,2025-12-21,0.5,Co-Educator
4098,4878,4066,2025-12-21,0.5,Invigilator
4099,2510,4136,2025-12-25,0.75,Co-Educator
4100,2440,4092,2025-05-23,1.0,Co-Educator
4101,1491,4003,2025-09-12,0.75,Co-Educator
4102,3763,4380,2026-03-24,0.25,Invigilator
4103,2581,4203,2025-11-24,1.0,Educator
4104,3132,4357,2025-09-30,0.5,Educator
4105,4695,4239,2025-08-03,0.5,Invigilator
4106,2778,4408,2026-01-30,0.5,Educator
4107,5890,4390,2025-11-13,0.25,Invigilator
4108,1123,4333,2025-05-15,0.25,Invigilator
4109,4336,4392,2025-09-30,0.25,Invigilator
4110,3380,4253,2026-01-04,0.5,Invigilator
4111,2080,4034,2025-12-15,0.0,Educator
4112,5144,4349,2025-07-13,1.0,Invigilator
4113,2693,4497,2025-12-06,0.5,Co-Educator
4114,2638,4188,2025-09-18,1.0,Invigilator
4115,2652,4276,2025-11-21,0.5,Invigilator
4116,3004,4160,2026-04-20,1.0,Invigilator
4117,4086,4184,2025-12-15,1.0,Invigilator
4118,5461,4032,2025-05-30,0.75,Educator
4119,4648,4382,2025-11-19,0.5,Invigilator
4120,3169,4164,2025-05-11,0.75,Co-Educator
4121,3019,4484,2026-04-25,0.75,Educator
4122,5720,4376,2025-05-25,0.75,Co-Educator
4123,4165,4348,2025-07-04,0.5,Invigilator
4124,5296,4375,2026-04-06,0.5,Educator
4125,1747,4492,2026-01-28,1.0,Invigilator
4126,1855,4012,2025-10-09,1.0,Invigilator
4127,2781,4423,2026-05-01,1.0,Educator
4128,3361,4318,2025-11-03,0.25,Invigilator
4129,3398,4029,2025-11-29,0.5,Educator
4130,5747,4429,2026-01-03,0.5,Co-Educator
4131,1479,4413,2025-08-09,0.5,Co-Educator
4132,1981,4230,2026-01-06,0.25,Co-Educator
4133,4084,4156,2025-09-07,0.5,Co-Educator
4134,4306,4287,2025-11-01,0.5,Co-Educator
4135,2029,4191,2025-11-26,0.75,Invigilator
4136,2478,4117,2026-04-30,1.0,Educator
4137,1112,4268,2025-08-27,1.0,Co-Educator
4138,2398,4081,2026-03-29,0.0,Educator
4139,1470,4267,2025-09-14,1.0,Invigilator
4140,4896,4174,2026-03-12,0.5,Educator
4141,1221,4204,2025-09-15,1.0,Educator
4142,2404,4250,2025-08-14,0.75,Educator
4143,1025,4306,2025-08-15,0.0,Co-Educator
4144,2371,4119,2025-12-14,0.5,Co-Educator
4145,2060,4097,2025-07-26,1.0,Co-Educator
4146,4891,4107,2026-01-28,0.75,Co-Educator
4147,1649,4418,2025-12-09,1.0,Educator
4148,5546,4478,2025-05-21,1.0,Educator
4149,3176,4413,2025-11-15,1.0,Co-Educator
4150,5678,4273,2025-11-06,0.75,Educator
4151,3675,4144,2026-03-03,1.0,Educator
4152,4128,4213,2025-09-01,0.75,Co-Educator
4153,3584,4228,2025-07-18,0.25,Educator
4154,2368,4015,2026-04-18,1.0,Educator
4155,1767,4485,2025-10-08,0.5,Invigilator
4156,1940,4112,2025-07-25,0.75,Invigilator
4157,4887,4061,2025-06-15,1.0,Invigilator
4158,4857,4469,2025-11-18,0.25,Educator
4159,2952,4111,2025-11-19,1.0,Invigilator
4160,3208,4482,2026-03-19,0.5,Educator
4161,4361,4303,2025-11-16,0.75,Educator
4162,4573,4264,2026-04-19,1.0,Invigilator
4163,1417,4217,2025-09-07,0.5,Invigilator
4164,3141,4322,2026-01-31,0.25,Educator
4165,4727,4165,2025-11-12,1.0,Co-Educator
4166,1407,4372,2026-03-23,0.25,Co-Educator
4167,5988,4109,2026-03-17,1.0,Invigilator
4168,5562,4329,2025-10-19,0.75,Educator
4169,1125,4362,2026-03-10,0.5,Co-Educator
4170,4457,4496,2025-09-05,0.25,Co-Educator
4171,3926,4371,2025-11-05,0.25,Invigilator
4172,1832,4278,2026-03-12,0.25,Invigilator
4173,5300,4247,2026-04-05,0.5,Educator
4174,5080,4138,2025-06-09,0.5,Invigilator
4175,5970,4106,2026-03-22,1.0,Educator
4176,4104,4071,2025-07-06,0.5,Co-Educator
4177,5134,4103,2025-08-12,0.75,Co-Educator
4178,1225,4406,2026-04-30,0.5,Co-Educator
4179,3075,4005,2026-01-31,0.25,Educator
4180,4488,4326,2025-08-24,1.0,Co-Educator
4181,5159,4231,2026-05-05,0.25,Co-Educator
4182,1915,4414,2025-06-07,0.25,Invigilator
4183,5766,4439,2025-11-26,1.0,Educator
4184,2547,4456,2026-04-28,0.25,Invigilator
4185,4458,4248,2025-06-26,0.75,Co-Educator
4186,3244,4053,2025-06-14,1.0,Invigilator
4187,3447,4169,2025-10-16,0.75,Co-Educator
4188,4141,4103,2025-09-15,0.25,Co-Educator
4189,4903,4030,2026-02-28,0.75,Invigilator
4190,1425,4142,2025-10-25,0.5,Invigilator
4191,3041,4418,2025-07-15,0.25,Invigilator
4192,3247,4349,2025-05-28,0.5,Co-Educator
4193,3807,4262,2025-08-05,1.0,Co-Educator
4194,2619,4453,2025-05-17,0.0,Educator
4195,5321,4103,2025-07-29,0.5,Co-Educator
4196,1325,4430,2025-11-13,0.75,Invigilator
4197,2022,4270,2025-10-01,0.75,Educator
4198,2531,4411,2025-08-01,0.25,Co-Educator
4199,1251,4068,2025-06-29,0.25,Educator
4200,1353,4069,2026-02-25,0.25,Invigilator
4201,1150,4136,2025-10-22,0.5,Educator
4202,4426,4436,2025-12-18,0.75,Educator
4203,4560,4484,2026-02-28,1.0,Invigilator
4204,2608,4329,2026-04-08,0.5,Co-Educator
4205,1579,4157,2026-05-01,0.75,Co-Educator
4206,3390,4458,2025-12-21,1.0,Educator
4207,3660,4130,2025-08-06,1.0,Co-Educator
4208,1727,4323,2026-03-18,0.75,Educator
4209,2155,4115,2025-06-23,0.75,Invigilator
4210,4303,4047,2025-11-04,0.75,Co-Educator
4211,2152,4490,2025-12-27,0.25,Educator
4212,4185,4176,2026-02-26,1.0,Educator
4213,2653,4413,2026-02-07,0.25,Invigilator
4214,1781,4425,2025-11-22,0.25,Educator
4215,4313,4069,2026-04-09,0.75,Co-Educator
4216,1771,4182,2025-08-02,1.0,Invigilator
4217,5798,4205,2025-07-06,0.25,Educator
4218,3842,4196,2026-01-28,0.75,Co-Educator
4219,3587,4175,2025-08-10,1.0,Educator
4220,4882,4407,2026-03-18,1.0,Educator
4221,3845,4033,2025-08-08,0.75,Co-Educator
4222,2503,4464,2025-12-24,1.0,Invigilator
4223,5752,4108,2025-10-29,0.75,Co-Educator
4224,4983,4305,2025-08-29,0.5,Educator
4225,5692,4015,2026-03-16,0.25,Educator
4226,5071,4414,2025-11-22,0.25,Co-Educator
